"","title","point","review"
"590","µµ¾î¶ô","4","µµ¾î¶ôº¸´Ù°¡ ¾Ï°É¸±»·ÇÑ ¿µÈ­¸¶Áö¸·¿¡ ³»¸®ÂïÀ¸¸é ‰ç´Âµ¥;;±×¸®°í ¹üÀÎÀº ¹«½¼ È«±æµ¿ÀÓ? µ¿ÇØ¹øÂ½ ¼­ÇØ¹øÂ½;½º¸±Àº ÀÖ¾úÁö¸¸ °á¸»ÀÌ Çã¹«Çß´ø ¿µÈ­ "
"591","º¸Çì¹Ì¾È ·¦¼Òµð","8","º¸Çì¹Ì¾È ·¦¼ÒµðÀßºÃ´Ù ¶ÇºÁµµ µÉµí... "
"592","µµ¾î¶ô","6","µµ¾î¶ô¿©ÁÖÀÎ°øÀÌ Á¤´ç¹æÀ§·Î ÀÎÁ¤ µÇÁö ¾Ê¾Æ »ìÀÎÀ¸·Î ±³µµ¼Ò¿¡ °¡¾ß ¸®¾ó¸®Áò 100ÆÛ¼¾Æ® ¿Ï¼ºµÊ "
"593","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð°¨µ¿ ±× ÀÚÃ¼ÀÔ´Ï´ÙÅ¸¾Æ¾Æ¤Ð¤Ð¤Ð¤Ð "
"594","ÀÎ»ý ÈÄ¸£Ã÷","10","ÀÎ»ý ÈÄ¸£Ã÷º¸´Â ³»³» ¹Ì¼Ò°¡ Áö¾îÁö´ø ¿µÈ­. »îÀÌ¶õ ¹«¾ùÀÎÁö, ¾î¶»°Ô »ì¾Æ¾ßÇÏ´ÂÁö¸¦ °í¹ÎÇÏ°Ô ¸¸µé¾ú´ø ¿µÈ­. "
"595","±¹°¡ºÎµµÀÇ ³¯","9","±¹°¡ºÎµµÀÇ ³¯±× ½Ã´ë¸¦ »ì¾Ò´ø »ç¶÷ÀÌ¶ó¸é ÇÙ°ø ÇÒ¸¸ÇÑ ¿µÈ­ÀÓNot bad~ "
"596","¸ðÅÐ ¿£Áø","10","¸ðÅÐ ¿£Áø³¢¿ö¸ÂÃß±â½Ä »·ÇÑ Àü°³ µû¶ó°¡±â ¹Ù»Ú´Ù. ÀÎ¹°µé¿¡°Õ ÀüÇô ¸ôÀÔµÇÁö ¾Ê´Â´Ù. ¶á±Ý¾µµ¥¾ø´Â µå¶ó¸¶¿Í ¾öÇÏ°Ô È­·ÁÇÑ ¿µ»ó°ú ¾Ö½á Àå¾öÇÑ BGM °³Á¶ÇÕ. ¿­½ÉÈ÷ µ· Ã³¹ß¶úÀ¸³ª ¸ñ¿åÅÁÀÇ ½Î±¸·Á ½ºÅ²º¸´Ù ÇâÀÌ º°·Î´Ù.  ±â´ë´Â 10Á¡ÀÌ¾úÀ¸³ª °¨»ó ÈÄ 1Á¡. ÃÖ¾Ç "
"597","º¸Çì¹Ì¾È ·¦¼Òµð","1","º¸Çì¹Ì¾È ·¦¼Òµð...°Á ³²ÀÚµéÀÌ ¿µÈ­¼ÒºñÇØÁà¼­ ±×·±µí.. "
"598","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¹è¿ì´Ôµé ´Ù ´ë¹ÚÀÎµ¥ ±èÇý¼ö´Ô°ú Á¶¿ìÁø´Ô ÁøÂ¥ ´ë¹ÚÀÌ³×¿© "
"599","ÇåÅÍ Å³·¯","10","ÇåÅÍ Å³·¯Àë¾ø´Â ¿µÈ­ ½Ï ´Ù ³»¸®°í ÇåÅÍÅ³·¯ »ó¿µ½Ã°£ ´õ ´Ã¸®½Ã¿ä!!! À°ÇØÀüÁß¿¡ ÀÌ·¸°Ô ÀëÀÕ´Â°Ç Ã·ÀÌ³×¿ä!!Á¤¸»ÀëÀÖ½À´Ï´Ù!! ÈÄÈ¸ Àý´ë ¾ÈÇÒ ¿µÈ­!!Á¦¶óµå..Á¦¶óµå´Â ³Ê¹« ¸ÚÀÕ´Â¹è¿ì!!Ã³À½ºÎÅÍ³¡±îÁö ÇÏ³ª¶óµµ ³õÄ¥¼ö¾ø´Â ¿µÈ­! Àå¹®¾²±â¿¡´Â Ã³À½ÀÌ³×¿ä!! "
"600","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¸¶Áö¸· °ø¿¬ Àå¸éÀº Á¤¸» È¯»óÀûÀÌ¾ú½À´Ï´Ù "
"601","¼º³­È²¼Ò","10","¼º³­È²¼ÒÀç¹Õ°ÔºÃ¾î¿ä ¤¾¤¾¤¾¤¾ "
"602","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","2","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¿ì¸®³ª¶ó ¾Ö´ÏÀÇ  ÇÑ°è¸¦ º¸´ÂµíÇÑ.  ÀÎÆ®·Î ¸¸µé¾î ³õ°í 2ºÎ¿¡¼­... ¾îÀÌ¾øÀ½. "
"603","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¸¶¸¶...¿ì¿ì¿ì.... "
"604","µµ¾î¶ô","6","µµ¾î¶ôÇö½ÇÀûÀÎ °øÆ÷°¨..¤¾¤¾¤¾ °øÈ¿ÁøÀÇ ¿¬±â·Â ¶§¹®¿¡ º¼¸¸Çß´ø°Í°°¾Æ¿ä!! "
"605","µµ¾î¶ô","2","µµ¾î¶ô°¨µ¶ÀÇ »ç»óÀÌ ÀÇ½É½º·¯¿î ÀúÁú¿µÈ­. ÀÌ°Å º¸·¯ ¿µÈ­°ü°¡¼­ º¼¹Ù¿£ Áý¿¡¼­ vod·Î ¹«·á¿µÈ­ µÎ Æí º¸´Â °Ô ³ªÀ»µí "
"606","±¹°¡ºÎµµÀÇ ³¯","1","±¹°¡ºÎµµÀÇ ³¯½Ô³ëÀë ÁúÁúÂ¥±â¸¸ÇÔ . "
"607","±¹°¡ºÎµµÀÇ ³¯","1","±¹°¡ºÎµµÀÇ ³¯½Ô³ëÀë ÁúÁúÂ¥±â¸¸ÇÔ . "
"608","¿¡ÀÌ ¾ÆÀÌ","10","¿¡ÀÌ ¾ÆÀÌÀÌ°Å ´Ù½Ã Àç°³ºÀ ¾ÈÇÏ³ª???¿µÈ­º¸°í ¿î°Å ³­»ý Ã·ÀÏ½ê ¤Ð¤Ð "
"609","º¸Çì¹Ì¾È ·¦¼Òµð","8","º¸Çì¹Ì¾È ·¦¼Òµð³Ê¹«³Ê¹«Àç¹ÌÀÖ¾ú½À´Ï´Ù! "
"610","ºê·èÅ¬¸°À¸·Î °¡´Â ¸¶Áö¸· ºñ»ó±¸","6","ºê·èÅ¬¸°À¸·Î °¡´Â ¸¶Áö¸· ºñ»ó±¸ºê·èÅ¬¸°¿¡¼­ Å»ÃâÇÒ ¸¶Áö¸· ºñ»ó±¸´Â ¾îµð¿¡µµ ¾ø¾ú´Ù. "
"611","¾Ï¼ö»ìÀÎ","10","¾Ï¼ö»ìÀÎÀç¹Õ°Ô Àßº¸¾Ò³×¿ä..º¸´Â³»³» ±äÀåÇß½À´Ï´Ù "
"612","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","8","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À°©ÀÚ±â ¿µÈ­°¡  ³¡³ª¼­ º¸´Ù¸¸ ´À³¦ ¾Æ½¬¿ü½¿´Ù "
"613","¼¼»ó¿¡¼­ °í¾çÀÌ°¡ »ç¶óÁø´Ù¸é","8","¼¼»ó¿¡¼­ °í¾çÀÌ°¡ »ç¶óÁø´Ù¸é¿ì¸® ¸ðµÎµµ ¸¶Áö¸· ³¯ÀÇ ¾îµÎ¿òÀ», ºûÀ¸·Î ¸¸µé ¼ö ÀÖ´Â Ãß¾ïµéÀ» °®À» ¼ö ÀÖ°Ô µÇ±æ "
"614","±¹°¡ºÎµµÀÇ ³¯","4","±¹°¡ºÎµµÀÇ ³¯±×³É ´Ã ±×·¸µí cj °øÀå ¿µÈ­...ÀÌ·± ¿µÈ­¸¦ °è¼Ó ¼ÒºñÇØÁÖ´Ï±î°è¼Ó ¶È°°ÀÌ Âï¾î³»´Â°Å°ÚÁö¹ÌÀå¼¾µûÀ§´Â ¿Â´ë°£´ë ¾ø°í ±×³É ¿¬±âÆÄ ¹è¿ìµé µ¥·Á´Ù°¡ º¹»ç Ö.. "
"615","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÀÌ°Ô 2½Ã°£ÀÌ¿´´Ù´Ï.. ³¡³¯¶§ 30ºÐÁ¤µµ Áö³­ÁÙ..¤Ð "
"616","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµðwe are the champion "
"617","ºêÀÌ¾ÆÀÌÇÇ","10","ºêÀÌ¾ÆÀÌÇÇ¼ÖÁ÷È÷ ÀÌ·¸°Ô±îÁö ¿å¸ÔÀ» ¿µÈ­´Â ¾Æ´Ô~ "
"618","µµ¾î¶ô","6","µµ¾î¶ô°¥¼ö·Ï ¤·È­¸¦ ÀÜÀÎÇÏ°Ô ¸¸µé°í ²À ±×·¡¾ß ÇÏ³ª "
"619","¼º³­È²¼Ò","10","¼º³­È²¼Ò¿µÈ­¾ÆÁÖÀç¹ÌÀÖ°ÔºÃ¾î¿ä "
"620","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯²ÀºÁ¾ßÇÒ¿µÈ­ ºÐ³ëÁ¶ÀýÀå¾Ö´Âº¸Áö¸»°Í "
"621","¸ðÅÐ ¿£Áø","10","¸ðÅÐ ¿£ÁøÈì ÆòÀÌ È£ºÒÈ£°¡ °¥¸®´Â°Å °°¾Æ¼­ º¼±î¸»±î °í¹ÎÇß´Âµ¥ ¾öÃ» Àç¹Õ³×¿ä!Áß±¹ÀÚº» ¹¹¶ó¹¹¶óÇÏ½Ã´Â ºÐ ÀÖ´øµ¥ ±×·±°Å ¸ø´À³¢°Í´øµ¥ ¹¹... ¾ÏÆ° Á¶Á¶·Î ”f´Âµ¥ ³Ê¹« Àç¹Õ½À´Ï´Ù! "
"622","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¿ì¿ïÇÑ ³»¿ëÀÌÁö¸¸ ÀÌ ¿µÈ­¸¦ ÅëÇØ °æ°¢½ÉÀ» °¡Áú ¼ö ÀÖ´Â °è±â°¡ µÇ¾ú½À´Ï´Ù.. "
"623","µµ¾î¶ô","10","µµ¾î¶ôÀú´Â ±¦ÂúÀºµ¥ ¿·¿¡ Ä£±¸°¡ ÀÚ²Ù È¥Àã¸»·Î ½Ö¿åÇÏ¸é¼­ ¿µÈ­¿¡´ëÇÑ Æò°¡¸¦ ÇÏ´õ¶ó±¸¿ä ±×³É ±×·¸´Ù±¸¿ä ±×¸®°í ¿µÈ­°ü ³ª¿À´Âµ¥ Ä£±¸°¡ Æ÷½ºÅÍ ´Ù ²Ù°Ü¹ö·È¾î¿ä "
"624","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","10","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À°è¼Ó ¿ô´Ù°¡ ³ª¿Ô³×¿ä~ Á¶Ä«µéÀÌ Àç¹ÌÀÖ°Ô ºÃ¾î¿ä~ "
"625","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","1","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½ÀÀÌ·± ¾Ö´Ï´Â ´Ù½Ã´Â ¾È¸¸µé¾î¾ßÇÕ´Ï´Ù.·¯´×¸Ç  ÀÎ±â¸¸  ºô·Á¿Â ÃÖ¾ÇÀÇ ¾Ö´Ï.Á¦ÀÛÀÚ´Â ¸Õ »ý°¢ÀÌ¾ú´ø°ÇÁö ¿ø. "
"626","¸®º¥Á®","3","¸®º¥Á®¾×¼Ç¿¡ È¤Çß°í ¹ÚÈñ¼øÀÌ ³ª¿Â´Ù±æ·¡ Àß»ý±ä ¾ó±¼ ÇÑ¹ø º¸·¯ °¥±î Çß´Ù°¡ Àü½ÅºØ´ë¿¡ ³ª´Â ´«¹°ÀÌ ³µ´Ù... ¾×¼Ç¸éÀ¸·Î´Â Á¤¸» Àß ½Î¿ò.. ´Ù¸®°¡ ¾ÆÁÖ ³¯¶ó´Ù´Ô º¹½Ìµµ ÇÔ.... ÇÏÁö¸¸..±×»ÓÀÓ....2½Ã°£ ¿µÈ­ÀÇ 1½Ã°£ ¾×¼Ç "
"627","ÇåÅÍ Å³·¯","10","ÇåÅÍ Å³·¯¹æ±Ý Á¶Á¶·Î º¸°í ¿Ô½À´Ï´Ù..Á¤¸» ¹ÌÃÆ´Ù...ÀÌ·±¿µÈ­°¡ »ó¿µÀ» 1±ºµ¥¸¸ ÇÏ´Ù´Ï;;¤Ñ ¤ý¤Ñ;;; Æ¯È÷ ³²ÀÚºÐµé ²À º¸¼¼¿ä...³²ÀÚµéÀÌ Æ¯È÷ ÁÁ¾ÆÇÒ ¿µÈ­ÀÓ...¿ÃÇØ º» ÃÖ°íÀÇ ¿µÈ­Áß ÇÏ³ªÀÓ! "
"628","µµ¾î¶ô","8","µµ¾î¶ô ÃÊ¹Ý¿¡ µîÀåÀÎ¹°µéÀÌ ¸ÍÇÑ°Ô ¿©°£´ä´äÇÑ°Ô ¾Æ´Ï´Ù ..¿¹»óµÈ»óÈ²ÀÌ ¹ú¾îÁöÁö¸¸  ³ª¸§ÀÇ ¿¬Ãâ´ö¿¡ ±äÀå°¨ÀÖ°Ô º¼¼öÀÖ¾ú´Ù.Àç¹Õ°Ôº¸´Â ÆÁ (¹üÀÎÀº 20ºÐÁ¤µµ Áö³­ ½ÃÁ¡¿¡¼­ ´ë·« ¾Ë°ÔµÈ´Ù. ½Å°æ¾²Áö¸»°í º¸ÀÚ) "
"629","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","6","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À°£¸¸¿¡ Àß Àä½À´Ï´Ù ·±´×Å¸ÀÓÀÌ Á» Âª³×¿ä "
"630","¸ðÅÐ ¿£Áø","10","¸ðÅÐ ¿£ÁøNothing is immortal. "
"631","¿Ïº®ÇÑ Å¸ÀÎ","10","¿Ïº®ÇÑ Å¸ÀÎ³ë**¿´À»°Å°°¾Ö¿ä.  ¸¶Áö¸·¿¡ °ËÀº»ö º¸ÀÌ´Â°Ç °ü°´µéÀÇ Ãæ°ÝÀ» ÁßÈ­½ÃÅ°ÁÖ·Á°í... "
"632","µµ¾î¶ô","10","µµ¾î¶ôÇö´ëÀÎÀÇ ½º¸±·¯ °ø°¨°¡´É ¿µÈ­ ÃßÃµ¿ä "
"633","´Ù¸¸, ³Î »ç¶ûÇÏ°í ÀÖ¾î","8","´Ù¸¸, ³Î »ç¶ûÇÏ°í ÀÖ¾î10³âÀü¸¸ÇØµµ °¡´ÉÇÑ °¨¼º. ¾ÆÁ÷ 30´ë ÃÊ¹ÝÀÎµ¥ ¼¼»óÀÌ ³Ê¹« ºü¸£°Ô º¯ÇØ¸¸ °¡´Â °Í °°¾Æ ¼­±ÛÇÁ´Ù "
"634","º£ÀÏ¸® ¾î°ÔÀÎ","7","º£ÀÏ¸® ¾î°ÔÀÎµ¥´Ï½º ÄùÀÌµå¿Í ¾Ö¿Ïµ¿¹°À» ÁÁ¾ÆÇÑ´Ù¸é ¹Ýµå½Ã ºÁ¾ß ÇÒ ¿µÈ­. "
"635","Æú¶ó ÀÍ½ºÇÁ·¹½º","8","Æú¶ó ÀÍ½ºÇÁ·¹½º±× ¶§ ±× °¨¼º...´Ù½Ã µ¹¾Æ°¡°í ½Í´Ù...Èûµé°ÚÁö?... "
"636","¿Ïº®ÇÑ Å¸ÀÎ","8","¿Ïº®ÇÑ Å¸ÀÎÀç¹ÌÀÖÁö¸¸ ¾¹¾µÇÑ.. ÀÌ¼º°ú µ¿¹Ý°ü¶÷ ºñÃßÃµ. "
"637","³ÊÀÇ ÃéÀåÀ» ¸Ô°í ½Í¾î","5","³ÊÀÇ ÃéÀåÀ» ¸Ô°í ½Í¾î¿·¿¡ °°ÀÌ º¸¾Ò´ø Ä£±¸°¡ ´«¹° ÆãÆã.. ³ª¿¡°Ô´Â ´Ù¼Ò ´ã´ãÇß´ø ¸á·Î "
"638","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð²ÀºÁ¾ßÇÒ¿µÈ­ÀÔ´Ï´Ù¤¾ "
"639","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¿µÈ­º¸¸é¼­ ¿ï¾ú½À´Ï´Ù¤Ð¤Ð ±× ´ç½Ã Àú´Â ¸Å¿ì ¾î·Á¼­ Ç×»ó ¼ö¾÷½Ã°£ÀÌ³ª ¾î¸¥µé²² ¸»·Î¸¸ µè´ø »óÈ²µéÀÌ¾ú´Âµ¥,,, »ý°¢ÀÌ ¸¹¾ÆÁö´Â ¿µÈ­¿´½À´Ï´ç "
"640","µµ¾î¶ô","1","µµ¾î¶ô¾Ë¹Ù ¤¸¤¤ Ç®¾ú³× ¤µ¤² °íÁõ»ý°¢ÇÏ°í º¸´Â°ü°´Àº ¾Èº¸´Â°Å ÃßÃµÇÏ¹Ç "
"641","¸ÅÄ¡½ºÆ½ ¸Ç","9","¸ÅÄ¡½ºÆ½ ¸Ç¹°Áú¸¸´ÉÁÖÀÇ¿¡¼­, ¹«¾ùÀÌ ¼ÒÁßÇÏ°í Çàº¹ÀÎÁö¸¦ ¸»ÇØÁÖ´Â ¿µÈ­ "
"642","µµ¾î¶ô","7","µµ¾î¶ô¹«¼­¿ö¿ä Àç¹Õ¾î¿ä ÀßºÃ¤¶¾î¿ä "
"643","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯Àç¹Õ°Ô ÀßºÃ½À´Ï´Ù!~~~ "
"644","Ä§¹¬","8","Ä§¹¬Àß ºÃ½À´Ï´Ù. ¹è¿ìµé ¿¬±âµµ ÈÇ·æÇÏ°í ½ºÅä¸®µµ ±¦Âú½À´Ï´Ù. °Å±â¿¡ ºñÇØ °ü¶÷°´¼ö°¡ ¾Æ½±³×¿ä. "
"645","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯ÁøÂ¥¿µÈ­ °³¶òÀåÀÔ´Ï´Ù "
"646","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¶óÀÌºê¿¡ÀÌµå¾À¿¡¼­ ÇÇ¾Æ³ëÀ§ Æé½Ã µðÅ×ÀÏº¸¼Ò¤§¤§ "
"647","º¸Çì¹Ì¾È ·¦¼Òµð","6","º¸Çì¹Ì¾È ·¦¼ÒµðÀú´Â ±×³É ±×Àú ±×·¨¾î¿ä. "
"648","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯ÇãÁØÈ£¾¾!  ÁÁ¾ÆÇÏ´Â ¹è¿ì°¡ ³ª¿Í¼­ ´õ Àç¹Õ°Ô ºÃ´ø°Å °°³×¿ë "
"649","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹","4","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹±â´ë³Ê¹«ÇÑµí..¹Ì³à¿Í¾ß¼öº¸´Ù ¸øÇÔ "
"650","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÀ½¾ÇÀ» Ãë¹Ì·ÎÇÏ´Â »ç¶÷ÀÎµ¥ Á¤¸» ÄýÀÇ À½¾ÇÀº ÁÁ½À´Ï´Ù,, Äý°ú ÇÁ·¹µðÀÇ ÀÏ´ë±â...°¨µ¿ÀûÀÌ³×¿ä "
"651","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯´©°¡ ÀÌ ¿µÈ­¸¦ Àç¹Ì¾ø´ÙÇß³ª¿ä?²À º¸¼¼¿ä. Àý´ë µ· ¾Æ±õÁö¾Ê½À´Ï´Ù. "
"652","º¸Çì¹Ì¾È ·¦¼Òµð","5","º¸Çì¹Ì¾È ·¦¼ÒµðÀç¹Õ°Ô ÀßºÃ½À´Ï´Ù. ¿ª½Ã ÄÜ¼­Æ®Àå¸éÀÌ °¡Àå È­·ÁÇÏ°í ¸ÚÁ³¾î¿ä "
"653","°Å¹ÌÀÇ ¼º","9","°Å¹ÌÀÇ ¼º±¸·ÎÀÚ¿ÍÀÇ 50³â´ë ÀÛÇ°µéÀº Àå¾öÇØ.. ¼ÎÀÍ½ºÇÇ¾î¸¦ Âü ÁÁ¾ÆÇÏ³×. "
"654","±¹°¡ºÎµµÀÇ ³¯","9","±¹°¡ºÎµµÀÇ ³¯³»°¡ ÅÂ¾î³­ Áö 5³âÀÌ Áö³­ ÇØÀÌ´Ù. ±â¾ïµµ ¸øÇÒ »Ó´õ·¯ Àú ½Ã´ë¸¦ °Þ¾ú´Ù°í ÇÏ½Ã´Â ¾î¸¥µéÀÇ ¸»µ¹ Àß ¹Ï¾îÁöÁö ¾Ê¾Ò´Âµ¥ ÀÌ ¿µÈ­¸¦ º¸¸é¼­ ±× ½Ã´ë¿¡ ÀÖ¾ú´ø ÀÏµéÀ» ´õ Àß ±â¾ïÇÒ ¼ö ÀÖ¾ú°í, ¹è¿ìºÐµéÀÇ ¿¬±âµµ ³Ê¹« ÁÁ¾Ò´Ù. "
"655","µµ¾î¶ô","5","µµ¾î¶ô¿©¼º ÇÇÇØÀÚ¿Í ³²¼º °¡ÇØÀÚ ±×¸®°í ¹«´É·ÂÇÑ ³²ÀÚÇü»ç. µîÀåÇÏ´Â »ç¶÷Àº ¾ø°í ³²ÀÚ¿Í ¿©ÀÚ¶ó´Â ¼ºº°¸¸ÀÌ ³­¹«ÇÏ´Â ¿µÈ­´Ù. °¨µ¶ÀÌ Àü´ÞÇÏ·Á´Â ¸Þ½ÃÁö°¡ ÇÑ±¹Çü Æä¹Ì´ÏÁò Á¤½ÅÀÎÁö ¹üÁË ±ÙÀýÀÎÁö ¾Ë¼ö°¡ ¾ø´Ù. "
"656","µµ¾î¶ô","10","µµ¾î¶ôº¸´Â³»³» ½ÉÀåÀÌ µÎ±ÙµÎ±Ù ³Ê¹« ¹«¼­¿ü½À´Ï´Ù.  ¿©ÁÖÀÎ°øÀÌ ´ë¹üÇÏ°í ¿ë±âÀÖ¾î º¸±âÁÁ¾Ò¾î¿ä. "
"657","¿Ïº®ÇÑ Å¸ÀÎ","10","¿Ïº®ÇÑ Å¸ÀÎ±¹¹ä¿¡ ¼ÒÁÖÇÑº´¸Ô°í º¸´À¶ó ¾Õ³»¿ëÀº ±â¾ï¾È³ª´Âµ¥ ¸¶Áö¸· °ø¿¬ 20ºÐÀÌ Á¦ ½ÉÀåÀ» µÎµå·È½À´Ï´Ù. "
"658","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯ÁøÂ¥  Àú ½ÃÀý °Þ¾îº» ºÐµéÀº ´Ù °ø°¨°¡°í ¿ï¾úÀ»²¨¶ó »ý°¢µË´Ï´Ù. ÃÊµîÇÐ»ý ¶§ ¿´Áö¸¸ ¾îÀ½ºÎµµ·Î ¸ÁÇÑ ÀúÈñ Áý »ý°¢µµ ³ª°í Á¤¸» º° »ý°¢ÀÌ ´Ù µé¾úÀ» °í»ýÇÑ ºÎ¸ð´Ôµµ »ý°¢ÀÌ ³ª°í..Àú ½ÃÀýÀ» Àß ¹öÆ¼½Å ºÎ¸ð´Ôµé ¸ðµÎ °í»ýÇÏ¼Ì½À´Ï´Ù "
"659","ÈÄµå","4","ÈÄµå¿©ÁÖÀÎ°øÀÌ ³Ê¹« ¾îÀÌ¾øÀ½. ²ÉµÅÁöÃ³·³ »ý°å´Âµ¥ ¹» ÀÚ²Ù ÀÌ»Ú´ë ¤»¤» ±Ø ¹æÇØ ¿ÀÁü "
"660","µµ¾î¶ô","10","µµ¾î¶ôÀÌ°¡¼·ÀÌ Âù ½Ã°è ¾îµð²¨ÁÒ "
"661","È²±Ý³ªÄ§¹Ý","10","È²±Ý³ªÄ§¹Ý³Ê¹« Àç¹Õ´Ù!!³ªµµ µð¸ó °®°í½ÍÀ½ "
"662","¼­Ä¡","10","¼­Ä¡Á¤¸» ÃÖ°í´Ù. ½ºÅä¸® ÅºÅºÇÏ°í ÃÔ¿µ ±â¹ýµµ µ¶Æ¯ÇÏ°í... "
"663","¿ä³ë½ºÄÉ ÀÌ¾ß±â","10","¿ä³ë½ºÄÉ ÀÌ¾ß±âÀÏº»ÀÇ 80³â´ë µµÄì ÀÇ ´ëÇÐ»ýÀ»  º¼¼öÀÖ¾î¼­ ÁÁ¾Ò¾î¿ä  Áö±Ý ¸¸³ª´Â  ³ªÄ«¹«¶ó¾¾ÀÇ 90³â´ë  ´ëÇÐ½ÃÀýµµ ±×·¨À»±î? ³Ê¹«Àç¹ÌÀÖ¾ú¾î¿ä "
"664","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¿µÈ­º¸°í ³­ ÈÄ¿¡ °è¼Ó Äý³ë·¡ µè°í ´Ù´Õ´Ï´Ù ¤»¤» "
"665","¾Ï¼ö»ìÀÎ","10","¾Ï¼ö»ìÀÎÀÚÄ© Áö·çÇÒ¼öµµ ÀÖ´Âµ¥ ½º¸±ÀÖ°í ÇÇÇØÀÚµé ´Ù Ã£À¸¸é Á¤¸» ÁÁ°Ú³×¿ä "
"666","±×³à","10","±×³àjust good... "
"667","¿Ïº®ÇÑ Å¸ÀÎ","1","¿Ïº®ÇÑ Å¸ÀÎÀÌ·±¿µÈ­´Â À¯ÇØÇÕ´Ï´Ù. "
"668","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","6","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½ÀÈ£ºÒÈ£ °¥¸²..¿£µùÀÌ º°·ÎÀÎ°¡ºÁ¿ä "
"669","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹","10","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹¸ÅÄËÁöÆ÷ÀÌ°¡ ³Ê¹« ÀÌ»Ú´Ù~ Å©¸®½º¸¶½º ºÐÀ§±âµµ ¹Ì¸® ´À³¥¼ö ÀÖ°í ÇÏ³ªÀÇ °ø¿¬À» º¸°í ¿Â ±âºÐÀÌ´Ù "
"670","ÀÎ»ý ÈÄ¸£Ã÷","10","ÀÎ»ý ÈÄ¸£Ã÷³Ê¹« °Ç¼³ÀûÀÎ »ý°¢À» ÇÏ¸ç »ç´Â 90¼¼ ³ëÀÎÀ» º¸´Ï ÀÚ±â¹Ý¼ºÀÌ µÇ³×¿ä ÇÒ¸Ó´Ï ¸»ÀÌ »ý°¢³ª¿ä (ÇÒ¾Æ¹öÁö¸¦) »ç¶ûÇÑ´Ù´Â°Ç ¸ð¸£°Ú°í? ´õ¤ÌÁÁÀº°É ÁÖ°í ½Í´Ù°í³ªµµ ³²ÆíÀÌ¶û ÀÌ·¸°Ô ´Ä¾î°¡°í ½Í´Ù "
